timestamp_ns,symbol,bid_price,ask_price,bid_size,ask_size
1776259800920000000,SPY_DEMO_SYNTHETIC,499.963884,500.073884,25.000000,7.000000
1776259800930000000,SPY_DEMO_SYNTHETIC,499.964047,500.074047,26.000000,5.000000
1776259800940000000,SPY_DEMO_SYNTHETIC,499.964213,500.074213,27.000000,6.000000
1776259800950000000,SPY_DEMO_SYNTHETIC,499.964381,500.074381,28.000000,7.000000
1776259800960000000,SPY_DEMO_SYNTHETIC,499.964551,500.074551,29.000000,5.000000
1776259800970000000,SPY_DEMO_SYNTHETIC,499.964724,500.074724,30.000000,6.000000
1776259800980000000,SPY_DEMO_SYNTHETIC,499.964899,500.074899,24.000000,7.000000
1776259800990000000,SPY_DEMO_SYNTHETIC,499.965077,500.075077,25.000000,5.000000
1776259801000000000,SPY_DEMO_SYNTHETIC,499.965258,500.075258,26.000000,6.000000
1776259801010000000,SPY_DEMO_SYNTHETIC,499.965441,500.075441,27.000000,7.000000
1776259801020000000,SPY_DEMO_SYNTHETIC,499.965627,500.075627,28.000000,5.000000
1776259801030000000,SPY_DEMO_SYNTHETIC,499.965816,500.075816,29.000000,6.000000
1776259801040000000,SPY_DEMO_SYNTHETIC,499.966007,500.076007,30.000000,7.000000
1776259801050000000,SPY_DEMO_SYNTHETIC,499.966202,500.076202,24.000000,5.000000
1776259801060000000,SPY_DEMO_SYNTHETIC,499.966400,500.076400,25.000000,6.000000
1776259801070000000,SPY_DEMO_SYNTHETIC,499.966600,500.076600,26.000000,7.000000
1776259801080000000,SPY_DEMO_SYNTHETIC,499.966804,500.076804,27.000000,5.000000
1776259801090000000,SPY_DEMO_SYNTHETIC,499.967010,500.077010,28.000000,6.000000
1776259801100000000,SPY_DEMO_SYNTHETIC,499.967220,500.077220,29.000000,7.000000
1776259801110000000,SPY_DEMO_SYNTHETIC,499.967432,500.077432,30.000000,5.000000
1776259801120000000,SPY_DEMO_SYNTHETIC,499.967647,500.077647,24.000000,6.000000
1776259801130000000,SPY_DEMO_SYNTHETIC,499.967865,500.077865,25.000000,7.000000
1776259801140000000,SPY_DEMO_SYNTHETIC,499.968085,500.078085,26.000000,5.000000
1776259801150000000,SPY_DEMO_SYNTHETIC,499.968308,500.078308,27.000000,6.000000
1776259801160000000,SPY_DEMO_SYNTHETIC,499.968534,500.078534,28.000000,7.000000
1776259801170000000,SPY_DEMO_SYNTHETIC,499.968762,500.078762,29.000000,5.000000
1776259801180000000,SPY_DEMO_SYNTHETIC,499.968993,500.078993,30.000000,6.000000
1776259801190000000,SPY_DEMO_SYNTHETIC,499.969226,500.079226,24.000000,7.000000
1776259801200000000,SPY_DEMO_SYNTHETIC,499.969461,500.079461,25.000000,5.000000
1776259801210000000,SPY_DEMO_SYNTHETIC,499.969698,500.079698,26.000000,6.000000
1776259801220000000,SPY_DEMO_SYNTHETIC,499.969937,500.079937,27.000000,7.000000
1776259801230000000,SPY_DEMO_SYNTHETIC,499.970177,500.080177,28.000000,5.000000
1776259801240000000,SPY_DEMO_SYNTHETIC,499.970420,500.080420,29.000000,6.000000
1776259801250000000,SPY_DEMO_SYNTHETIC,499.970664,500.080664,30.000000,7.000000
1776259801260000000,SPY_DEMO_SYNTHETIC,499.970909,500.080909,24.000000,5.000000
1776259801270000000,SPY_DEMO_SYNTHETIC,499.971155,500.081155,25.000000,6.000000
1776259801280000000,SPY_DEMO_SYNTHETIC,499.971402,500.081402,26.000000,7.000000
1776259801290000000,SPY_DEMO_SYNTHETIC,499.971651,500.081651,27.000000,5.000000
1776259801300000000,SPY_DEMO_SYNTHETIC,499.971900,500.081900,28.000000,6.000000
1776259801310000000,SPY_DEMO_SYNTHETIC,499.972149,500.082149,29.000000,7.000000
1776259801320000000,SPY_DEMO_SYNTHETIC,499.972399,500.082399,30.000000,5.000000
1776259801330000000,SPY_DEMO_SYNTHETIC,499.972649,500.082649,24.000000,6.000000
1776259801340000000,SPY_DEMO_SYNTHETIC,499.972899,500.082899,25.000000,7.000000
1776259801350000000,SPY_DEMO_SYNTHETIC,499.973149,500.083149,26.000000,5.000000
1776259801360000000,SPY_DEMO_SYNTHETIC,499.973398,500.083398,27.000000,6.000000
1776259801370000000,SPY_DEMO_SYNTHETIC,499.973647,500.083647,28.000000,7.000000
1776259801380000000,SPY_DEMO_SYNTHETIC,499.973895,500.083895,29.000000,5.000000
1776259801390000000,SPY_DEMO_SYNTHETIC,499.974143,500.084143,30.000000,6.000000
1776259801400000000,SPY_DEMO_SYNTHETIC,499.974389,500.084389,24.000000,7.000000
1776259801410000000,SPY_DEMO_SYNTHETIC,499.974634,500.084634,25.000000,5.000000
1776259801420000000,SPY_DEMO_SYNTHETIC,499.974878,500.084878,26.000000,6.000000
1776259801430000000,SPY_DEMO_SYNTHETIC,499.975121,500.085121,27.000000,7.000000
1776259801440000000,SPY_DEMO_SYNTHETIC,499.975362,500.085362,28.000000,5.000000
1776259801450000000,SPY_DEMO_SYNTHETIC,499.975601,500.085601,29.000000,6.000000
1776259801460000000,SPY_DEMO_SYNTHETIC,499.975838,500.085838,30.000000,7.000000
1776259801470000000,SPY_DEMO_SYNTHETIC,499.976073,500.086073,24.000000,5.000000
1776259801480000000,SPY_DEMO_SYNTHETIC,499.976306,500.086306,25.000000,6.000000
1776259801490000000,SPY_DEMO_SYNTHETIC,499.976536,500.086536,26.000000,7.000000
1776259801500000000,SPY_DEMO_SYNTHETIC,499.976765,500.086765,27.000000,5.000000
1776259801510000000,SPY_DEMO_SYNTHETIC,499.976990,500.086990,28.000000,6.000000
1776259801520000000,SPY_DEMO_SYNTHETIC,499.977214,500.087214,29.000000,7.000000
1776259801530000000,SPY_DEMO_SYNTHETIC,499.977434,500.087434,30.000000,5.000000
1776259801540000000,SPY_DEMO_SYNTHETIC,499.977652,500.087652,24.000000,6.000000
1776259801550000000,SPY_DEMO_SYNTHETIC,499.977867,500.087867,25.000000,7.000000
1776259801560000000,SPY_DEMO_SYNTHETIC,499.978080,500.088080,26.000000,5.000000
1776259801570000000,SPY_DEMO_SYNTHETIC,499.978289,500.088289,27.000000,6.000000
1776259801580000000,SPY_DEMO_SYNTHETIC,499.978496,500.088496,28.000000,7.000000
1776259801590000000,SPY_DEMO_SYNTHETIC,499.978699,500.088699,29.000000,5.000000
1776259801600000000,SPY_DEMO_SYNTHETIC,499.978900,500.088900,30.000000,6.000000
1776259801610000000,SPY_DEMO_SYNTHETIC,499.979097,500.089097,24.000000,7.000000
1776259801620000000,SPY_DEMO_SYNTHETIC,499.979292,500.089292,25.000000,5.000000
1776259801630000000,SPY_DEMO_SYNTHETIC,499.979484,500.089484,26.000000,6.000000
1776259801640000000,SPY_DEMO_SYNTHETIC,499.979673,500.089673,27.000000,7.000000
1776259801650000000,SPY_DEMO_SYNTHETIC,499.979859,500.089859,28.000000,5.000000
1776259801660000000,SPY_DEMO_SYNTHETIC,499.980043,500.090043,29.000000,6.000000
1776259801670000000,SPY_DEMO_SYNTHETIC,499.980223,500.090223,30.000000,7.000000
1776259801680000000,SPY_DEMO_SYNTHETIC,499.980401,500.090401,24.000000,5.000000
1776259801690000000,SPY_DEMO_SYNTHETIC,499.980576,500.090576,25.000000,6.000000
1776259801700000000,SPY_DEMO_SYNTHETIC,499.980749,500.090749,26.000000,7.000000
1776259801710000000,SPY_DEMO_SYNTHETIC,499.980920,500.090920,27.000000,5.000000
1776259801720000000,SPY_DEMO_SYNTHETIC,499.981088,500.091088,28.000000,6.000000
1776259801730000000,SPY_DEMO_SYNTHETIC,499.981253,500.091253,29.000000,7.000000
1776259801740000000,SPY_DEMO_SYNTHETIC,499.981417,500.091417,30.000000,5.000000
1776259801750000000,SPY_DEMO_SYNTHETIC,499.981579,500.091579,24.000000,6.000000
1776259801760000000,SPY_DEMO_SYNTHETIC,499.981739,500.091739,25.000000,7.000000
1776259801770000000,SPY_DEMO_SYNTHETIC,499.981897,500.091897,26.000000,5.000000
1776259801780000000,SPY_DEMO_SYNTHETIC,499.982054,500.092054,27.000000,6.000000
1776259801790000000,SPY_DEMO_SYNTHETIC,499.982209,500.092209,28.000000,7.000000
1776259801800000000,SPY_DEMO_SYNTHETIC,499.982363,500.092363,29.000000,5.000000
1776259801810000000,SPY_DEMO_SYNTHETIC,499.982516,500.092516,30.000000,6.000000
1776259801820000000,SPY_DEMO_SYNTHETIC,499.982669,500.092669,24.000000,7.000000
1776259801830000000,SPY_DEMO_SYNTHETIC,499.982820,500.092820,25.000000,5.000000
1776259801840000000,SPY_DEMO_SYNTHETIC,499.982971,500.092971,26.000000,6.000000
1776259801850000000,SPY_DEMO_SYNTHETIC,499.983121,500.093121,27.000000,7.000000
1776259801860000000,SPY_DEMO_SYNTHETIC,499.983271,500.093271,28.000000,5.000000
1776259801870000000,SPY_DEMO_SYNTHETIC,499.983421,500.093421,29.000000,6.000000
1776259801880000000,SPY_DEMO_SYNTHETIC,499.983571,500.093571,30.000000,7.000000
1776259801890000000,SPY_DEMO_SYNTHETIC,499.983721,500.093721,24.000000,5.000000
1776259801900000000,SPY_DEMO_SYNTHETIC,499.983872,500.093872,25.000000,6.000000
1776259801910000000,SPY_DEMO_SYNTHETIC,499.984024,500.094024,26.000000,7.000000
1776259801920000000,SPY_DEMO_SYNTHETIC,499.984176,500.094176,27.000000,5.000000
1776259801930000000,SPY_DEMO_SYNTHETIC,499.984329,500.094329,28.000000,6.000000
1776259801940000000,SPY_DEMO_SYNTHETIC,499.984483,500.094483,29.000000,7.000000
1776259801950000000,SPY_DEMO_SYNTHETIC,499.984639,500.094639,30.000000,5.000000
1776259801960000000,SPY_DEMO_SYNTHETIC,499.984796,500.094796,24.000000,6.000000
1776259801970000000,SPY_DEMO_SYNTHETIC,499.984954,500.094954,25.000000,7.000000
1776259801980000000,SPY_DEMO_SYNTHETIC,499.985115,500.095115,26.000000,5.000000
1776259801990000000,SPY_DEMO_SYNTHETIC,499.985277,500.095277,27.000000,6.000000
1776259802000000000,SPY_DEMO_SYNTHETIC,499.985441,500.095441,28.000000,7.000000
1776259802010000000,SPY_DEMO_SYNTHETIC,499.985607,500.095607,29.000000,5.000000
1776259802020000000,SPY_DEMO_SYNTHETIC,499.985775,500.095775,30.000000,6.000000
1776259802030000000,SPY_DEMO_SYNTHETIC,499.985946,500.095946,24.000000,7.000000
1776259802040000000,SPY_DEMO_SYNTHETIC,499.986119,500.096119,25.000000,5.000000
1776259802050000000,SPY_DEMO_SYNTHETIC,499.986295,500.096295,26.000000,6.000000
1776259802060000000,SPY_DEMO_SYNTHETIC,499.986473,500.096473,27.000000,7.000000
1776259802070000000,SPY_DEMO_SYNTHETIC,499.986654,500.096654,28.000000,5.000000
1776259802080000000,SPY_DEMO_SYNTHETIC,499.986838,500.096838,29.000000,6.000000
1776259802090000000,SPY_DEMO_SYNTHETIC,499.987025,500.097025,30.000000,7.000000
1776259802100000000,SPY_DEMO_SYNTHETIC,499.987214,500.097214,24.000000,5.000000
1776259802110000000,SPY_DEMO_SYNTHETIC,499.987406,500.097406,25.000000,6.000000
1776259802120000000,SPY_DEMO_SYNTHETIC,499.987602,500.097602,26.000000,7.000000
1776259802130000000,SPY_DEMO_SYNTHETIC,499.987800,500.097800,27.000000,5.000000
1776259802140000000,SPY_DEMO_SYNTHETIC,499.988001,500.098001,28.000000,6.000000
1776259802150000000,SPY_DEMO_SYNTHETIC,499.988205,500.098205,29.000000,7.000000
1776259802160000000,SPY_DEMO_SYNTHETIC,499.988412,500.098412,30.000000,5.000000
1776259802170000000,SPY_DEMO_SYNTHETIC,499.988622,500.098622,24.000000,6.000000
1776259802180000000,SPY_DEMO_SYNTHETIC,499.988834,500.098834,25.000000,7.000000
1776259802190000000,SPY_DEMO_SYNTHETIC,499.989050,500.099050,26.000000,5.000000
1776259802200000000,SPY_DEMO_SYNTHETIC,499.989268,500.099268,27.000000,6.000000
1776259802210000000,SPY_DEMO_SYNTHETIC,499.989489,500.099489,28.000000,7.000000
1776259802220000000,SPY_DEMO_SYNTHETIC,499.989713,500.099713,29.000000,5.000000
1776259802230000000,SPY_DEMO_SYNTHETIC,499.989939,500.099939,30.000000,6.000000
1776259802240000000,SPY_DEMO_SYNTHETIC,499.990168,500.100168,24.000000,7.000000
1776259802250000000,SPY_DEMO_SYNTHETIC,499.990399,500.100399,25.000000,5.000000
1776259802260000000,SPY_DEMO_SYNTHETIC,499.990632,500.100632,26.000000,6.000000
1776259802270000000,SPY_DEMO_SYNTHETIC,499.990867,500.100867,27.000000,7.000000
1776259802280000000,SPY_DEMO_SYNTHETIC,499.991105,500.101105,28.000000,5.000000
1776259802290000000,SPY_DEMO_SYNTHETIC,499.991344,500.101344,29.000000,6.000000
1776259802300000000,SPY_DEMO_SYNTHETIC,499.991585,500.101585,30.000000,7.000000
1776259802310000000,SPY_DEMO_SYNTHETIC,499.991828,500.101828,24.000000,5.000000
1776259802320000000,SPY_DEMO_SYNTHETIC,499.992072,500.102072,25.000000,6.000000
1776259802330000000,SPY_DEMO_SYNTHETIC,499.992317,500.102317,26.000000,7.000000
1776259802340000000,SPY_DEMO_SYNTHETIC,499.992564,500.102564,27.000000,5.000000
1776259802350000000,SPY_DEMO_SYNTHETIC,499.992811,500.102811,28.000000,6.000000
1776259802360000000,SPY_DEMO_SYNTHETIC,499.993060,500.103060,29.000000,7.000000
1776259802370000000,SPY_DEMO_SYNTHETIC,499.993309,500.103309,30.000000,5.000000
1776259802380000000,SPY_DEMO_SYNTHETIC,499.993558,500.103558,24.000000,6.000000
1776259802390000000,SPY_DEMO_SYNTHETIC,499.993808,500.103808,25.000000,7.000000
1776259802400000000,SPY_DEMO_SYNTHETIC,499.994058,500.104058,26.000000,5.000000
1776259802410000000,SPY_DEMO_SYNTHETIC,499.994308,500.104308,27.000000,6.000000
1776259802420000000,SPY_DEMO_SYNTHETIC,499.994558,500.104558,28.000000,7.000000
1776259802430000000,SPY_DEMO_SYNTHETIC,499.994807,500.104807,29.000000,5.000000
1776259802440000000,SPY_DEMO_SYNTHETIC,499.995056,500.105056,30.000000,6.000000
1776259802450000000,SPY_DEMO_SYNTHETIC,499.995304,500.105304,24.000000,7.000000
1776259802460000000,SPY_DEMO_SYNTHETIC,499.995551,500.105551,25.000000,5.000000
1776259802470000000,SPY_DEMO_SYNTHETIC,499.995798,500.105798,26.000000,6.000000
1776259802480000000,SPY_DEMO_SYNTHETIC,499.996043,500.106043,27.000000,7.000000
1776259802490000000,SPY_DEMO_SYNTHETIC,499.996286,500.106286,28.000000,5.000000
1776259802500000000,SPY_DEMO_SYNTHETIC,499.996528,500.106528,29.000000,6.000000
1776259802510000000,SPY_DEMO_SYNTHETIC,499.996769,500.106769,30.000000,7.000000
1776259802520000000,SPY_DEMO_SYNTHETIC,499.997008,500.107008,24.000000,5.000000
1776259802530000000,SPY_DEMO_SYNTHETIC,499.997244,500.107244,25.000000,6.000000
1776259802540000000,SPY_DEMO_SYNTHETIC,499.997479,500.107479,26.000000,7.000000
1776259802550000000,SPY_DEMO_SYNTHETIC,499.997712,500.107712,27.000000,5.000000
1776259802560000000,SPY_DEMO_SYNTHETIC,499.997942,500.107942,28.000000,6.000000
1776259802570000000,SPY_DEMO_SYNTHETIC,499.998170,500.108170,29.000000,7.000000
1776259802580000000,SPY_DEMO_SYNTHETIC,499.998395,500.108395,30.000000,5.000000
1776259802590000000,SPY_DEMO_SYNTHETIC,499.998618,500.108618,24.000000,6.000000
1776259802600000000,SPY_DEMO_SYNTHETIC,499.998838,500.108838,25.000000,7.000000
1776259802610000000,SPY_DEMO_SYNTHETIC,499.999055,500.109055,26.000000,5.000000
1776259802620000000,SPY_DEMO_SYNTHETIC,499.999270,500.109270,27.000000,6.000000
1776259802630000000,SPY_DEMO_SYNTHETIC,499.999482,500.109482,28.000000,7.000000
1776259802640000000,SPY_DEMO_SYNTHETIC,499.999690,500.109690,29.000000,5.000000
1776259802650000000,SPY_DEMO_SYNTHETIC,499.999896,500.109896,30.000000,6.000000
1776259802660000000,SPY_DEMO_SYNTHETIC,500.000099,500.110099,24.000000,7.000000
1776259802670000000,SPY_DEMO_SYNTHETIC,500.000300,500.110300,25.000000,5.000000
1776259802680000000,SPY_DEMO_SYNTHETIC,500.000497,500.110497,26.000000,6.000000
1776259802690000000,SPY_DEMO_SYNTHETIC,500.000691,500.110691,27.000000,7.000000
1776259802700000000,SPY_DEMO_SYNTHETIC,500.000882,500.110882,28.000000,5.000000
1776259802710000000,SPY_DEMO_SYNTHETIC,500.001071,500.111071,29.000000,6.000000
1776259802720000000,SPY_DEMO_SYNTHETIC,500.001256,500.111256,30.000000,7.000000
1776259802730000000,SPY_DEMO_SYNTHETIC,500.001439,500.111439,24.000000,5.000000
1776259802740000000,SPY_DEMO_SYNTHETIC,500.001619,500.111619,25.000000,6.000000
1776259802750000000,SPY_DEMO_SYNTHETIC,500.001797,500.111797,26.000000,7.000000
1776259802760000000,SPY_DEMO_SYNTHETIC,500.001971,500.111971,27.000000,5.000000
1776259802770000000,SPY_DEMO_SYNTHETIC,500.002144,500.112144,28.000000,6.000000
1776259802780000000,SPY_DEMO_SYNTHETIC,500.002314,500.112314,29.000000,7.000000
1776259802790000000,SPY_DEMO_SYNTHETIC,500.002481,500.112481,30.000000,5.000000
1776259802800000000,SPY_DEMO_SYNTHETIC,500.002647,500.112647,24.000000,6.000000
1776259802810000000,SPY_DEMO_SYNTHETIC,500.002810,500.112810,25.000000,7.000000
1776259802820000000,SPY_DEMO_SYNTHETIC,500.002972,500.112972,26.000000,5.000000
1776259802830000000,SPY_DEMO_SYNTHETIC,500.003131,500.113131,27.000000,6.000000
1776259802840000000,SPY_DEMO_SYNTHETIC,500.003289,500.113289,28.000000,7.000000
1776259802850000000,SPY_DEMO_SYNTHETIC,500.003446,500.113446,29.000000,5.000000
1776259802860000000,SPY_DEMO_SYNTHETIC,500.003601,500.113601,30.000000,6.000000
1776259802870000000,SPY_DEMO_SYNTHETIC,500.003755,500.113755,24.000000,7.000000
1776259802880000000,SPY_DEMO_SYNTHETIC,500.003908,500.113908,25.000000,5.000000
1776259802890000000,SPY_DEMO_SYNTHETIC,500.004060,500.114060,26.000000,6.000000
1776259802900000000,SPY_DEMO_SYNTHETIC,500.004211,500.114211,27.000000,7.000000
1776259802910000000,SPY_DEMO_SYNTHETIC,500.004361,500.114361,28.000000,5.000000
1776259802920000000,SPY_DEMO_SYNTHETIC,500.004512,500.114512,29.000000,6.000000
1776259802930000000,SPY_DEMO_SYNTHETIC,500.004662,500.114662,30.000000,7.000000
1776259802940000000,SPY_DEMO_SYNTHETIC,500.004812,500.114812,24.000000,5.000000
1776259802950000000,SPY_DEMO_SYNTHETIC,500.004962,500.114962,25.000000,6.000000
1776259802960000000,SPY_DEMO_SYNTHETIC,500.005112,500.115112,26.000000,7.000000
1776259802970000000,SPY_DEMO_SYNTHETIC,500.005263,500.115263,27.000000,5.000000
1776259802980000000,SPY_DEMO_SYNTHETIC,500.005415,500.115415,28.000000,6.000000
1776259802990000000,SPY_DEMO_SYNTHETIC,500.005567,500.115567,29.000000,7.000000
1776259803000000000,SPY_DEMO_SYNTHETIC,500.005720,500.115720,30.000000,5.000000
1776259803010000000,SPY_DEMO_SYNTHETIC,500.005875,500.115875,24.000000,6.000000
