timestamp_ns,event_index,sleeve_id,sleeve,side,reason,forecast_edge_bps,signal_expected_edge_bps,effective_min_edge_bps,score,conviction,spread_bps_1s,spread_bps_100ms,microprice_edge_100ms_bps,microprice_edge_1s_bps,quote_rate_1s,target_weight,fill_probability
1776259800360000000,37,0,Market Making,long,reentry_cooldown,1.52749835,1.52749835,0.20000000,0.65464519,1.00000000,2.19998095,2.19996490,0.70734935,0.69936558,37.00000000,0.95000000,0.00000000
1776259800370000000,38,0,Market Making,long,reentry_cooldown,1.52659785,1.52659785,0.20000000,0.65286358,1.00000000,2.19998042,2.19996436,0.70486664,0.69905300,38.00000000,0.95000000,0.00000000
1776259800380000000,39,0,Market Making,long,reentry_cooldown,1.52421567,1.52421567,0.20000000,0.64812545,1.00000000,2.19997988,2.19996383,0.69844223,0.69771952,39.00000000,0.95000000,0.00000000
1776259800390000000,40,0,Market Making,long,reentry_cooldown,1.52677505,1.52677505,0.20000000,0.65322864,1.00000000,2.19997935,2.19996329,0.70526322,0.69944283,40.00000000,0.95000000,0.00000000
1776259800400000000,41,0,Market Making,long,reentry_cooldown,1.53298481,1.53298481,0.20000000,0.66545026,1.00000000,2.19997882,2.19995747,0.72284317,0.70001357,41.00000000,0.95000000,0.00000000
1776259800410000000,42,0,Market Making,long,reentry_cooldown,1.52610809,1.52610809,0.20000000,0.65192854,1.00000000,2.19997828,2.19995696,0.70330671,0.69962683,42.00000000,0.95000000,0.00000000
1776259800420000000,43,0,Market Making,long,reentry_cooldown,1.52818305,1.52818305,0.20000000,0.65602379,1.00000000,2.19997775,2.19995645,0.70909616,0.70011632,43.00000000,0.95000000,0.00000000
1776259800430000000,44,0,Market Making,long,reentry_cooldown,1.52506861,1.52506861,0.20000000,0.64988323,1.00000000,2.19997722,2.19995594,0.70036701,0.69952685,44.00000000,0.95000000,0.00000000
1776259800440000000,45,0,Market Making,long,reentry_cooldown,1.52022790,1.52022790,0.20000000,0.64031247,1.00000000,2.19997669,2.19995544,0.68695759,0.69805558,45.00000000,0.95000000,0.00000000
1776259800450000000,46,0,Market Making,long,reentry_cooldown,1.52439518,1.52439518,0.20000000,0.64855159,1.00000000,2.19997616,2.19995494,0.69850360,0.69932032,46.00000000,0.95000000,0.00000000
1776259800460000000,47,0,Market Making,long,reentry_cooldown,1.52508361,1.52508361,0.20000000,0.64991598,1.00000000,2.19997564,2.19995444,0.70039580,0.69958476,47.00000000,0.95000000,0.00000000
1776259800470000000,48,0,Market Making,long,reentry_cooldown,1.52379303,1.52379303,0.20000000,0.64735535,1.00000000,2.19997512,2.19995395,0.69687222,0.69901440,48.00000000,0.95000000,0.00000000
1776259800480000000,49,0,Market Making,long,reentry_cooldown,1.52742391,1.52742391,0.20000000,0.65456752,1.00000000,2.19997459,2.19995346,0.70674155,0.70078341,49.00000000,0.95000000,0.00000000
1776259800490000000,50,0,Market Making,long,reentry_cooldown,1.52570553,1.52570553,0.20000000,0.65115933,1.00000000,2.19997407,2.19995298,0.70206586,0.69996744,50.00000000,0.95000000,0.00000000
1776259800500000000,51,0,Market Making,long,reentry_cooldown,1.49638027,1.49638027,0.20000000,0.59350564,1.00000000,2.19997356,2.19994770,0.61873529,0.69837465,51.00000000,0.95000000,0.00000000
1776259800510000000,52,0,Market Making,long,reentry_cooldown,1.51859133,1.51859133,0.20000000,0.63716000,1.00000000,2.19997304,2.19994724,0.68193928,0.69927405,52.00000000,0.95000000,0.00000000
1776259800520000000,53,0,Market Making,long,reentry_cooldown,1.52069746,1.52069746,0.20000000,0.64129682,1.00000000,2.19997253,2.19994679,0.68795378,0.69928742,53.00000000,0.95000000,0.00000000
1776259800530000000,54,0,Market Making,long,reentry_cooldown,1.51817699,1.51817699,0.20000000,0.63631422,1.00000000,2.19997202,2.19994634,0.68096121,0.69855957,54.00000000,0.95000000,0.00000000
1776259800540000000,55,0,Market Making,long,reentry_cooldown,1.52500261,1.52500261,0.20000000,0.64978235,1.00000000,2.19997151,2.19994590,0.70005914,0.69997577,55.00000000,0.95000000,0.00000000
1776259800550000000,56,0,Market Making,long,reentry_cooldown,1.52700176,1.52700176,0.20000000,0.65373650,1.00000000,2.19997101,2.19994546,0.70560169,0.70057111,56.00000000,0.95000000,0.00000000
1776259800560000000,57,0,Market Making,long,reentry_cooldown,1.52171109,1.52171109,0.20000000,0.64327447,1.00000000,2.19997051,2.19994503,0.69097431,0.69886302,57.00000000,0.95000000,0.00000000
1776259800570000000,58,0,Market Making,long,reentry_cooldown,1.52362257,1.52362257,0.20000000,0.64705346,1.00000000,2.19997001,2.19994460,0.69626675,0.69945700,58.00000000,0.95000000,0.00000000
1776259800580000000,59,0,Market Making,long,reentry_cooldown,1.52326035,1.52326035,0.20000000,0.64633373,1.00000000,2.19996951,2.19994417,0.69529061,0.69925402,59.00000000,0.95000000,0.00000000
1776259800590000000,60,0,Market Making,long,reentry_cooldown,1.52148433,1.52148433,0.20000000,0.64280706,1.00000000,2.19996902,2.19994375,0.69046567,0.69838381,60.00000000,0.95000000,0.00000000
1776259800600000000,61,0,Market Making,long,reentry_cooldown,1.54825889,1.54825889,0.20000000,0.69543477,1.00000000,2.19996853,2.19993916,0.76664547,0.69950285,61.00000000,0.95000000,0.00000000
1776259800610000000,62,0,Market Making,long,reentry_cooldown,1.54062976,1.54062976,0.20000000,0.68047147,1.00000000,2.19996804,2.19993877,0.74474118,0.69987921,62.00000000,0.95000000,0.00000000
1776259800620000000,63,0,Market Making,long,reentry_cooldown,1.53348996,1.53348996,0.20000000,0.66643937,1.00000000,2.19996756,2.19993838,0.72441558,0.69962342,63.00000000,0.95000000,0.00000000
1776259800630000000,64,0,Market Making,long,reentry_cooldown,1.53319475,1.53319475,0.20000000,0.66587373,1.00000000,2.19996708,2.19993800,0.72347893,0.69995225,64.00000000,0.95000000,0.00000000
1776259800640000000,65,0,Market Making,long,reentry_cooldown,1.52970348,1.52970348,0.20000000,0.65900143,1.00000000,2.19996660,2.19993762,0.71361794,0.69955567,65.00000000,0.95000000,0.00000000
1776259800650000000,66,0,Market Making,long,reentry_cooldown,1.52491850,1.52491850,0.20000000,0.64956094,1.00000000,2.19996613,2.19993724,0.70023407,0.69855201,66.00000000,0.95000000,0.00000000
1776259800660000000,67,0,Market Making,long,reentry_cooldown,1.52780399,1.52780399,0.20000000,0.65526532,1.00000000,2.19996566,2.19993686,0.70823313,0.69941284,67.00000000,0.95000000,0.00000000
1776259800670000000,68,0,Market Making,long,reentry_cooldown,1.52797544,1.52797544,0.20000000,0.65561069,1.00000000,2.19996519,2.19993649,0.70867191,0.69959417,68.00000000,0.95000000,0.00000000
1776259800680000000,69,0,Market Making,long,reentry_cooldown,1.52651721,1.52651721,0.20000000,0.65272896,1.00000000,2.19996473,2.19993613,0.70461967,0.69919718,69.00000000,0.95000000,0.00000000
1776259800690000000,70,0,Market Making,long,reentry_cooldown,1.52947798,1.52947798,0.20000000,0.65860056,1.00000000,2.19996427,2.19993576,0.71272672,0.70043280,70.00000000,0.95000000,0.00000000
1776259800700000000,71,0,Market Making,long,entry_fill_not_sampled,1.51095924,1.51095924,0.20000000,0.62221271,1.00000000,2.19996381,2.19993178,0.65997953,0.69986303,71.00000000,0.95000000,0.07290686
1776259800710000000,72,0,Market Making,long,entry_fill_not_sampled,1.50362774,1.50362774,0.20000000,0.60776708,1.00000000,2.19996336,2.19993143,0.63935508,0.69873619,72.00000000,0.95000000,0.07350519
1776259800720000000,73,0,Market Making,long,entry_fill_not_sampled,1.51603237,1.51603237,0.20000000,0.63215358,1.00000000,2.19996291,2.19993109,0.67461596,0.69937183,73.00000000,0.95000000,0.07008502
1776259800730000000,74,0,Market Making,long,entry_fill_not_sampled,1.51825209,1.51825209,0.20000000,0.63651320,1.00000000,2.19996246,2.19993075,0.68095638,0.69938002,74.00000000,0.95000000,0.07078513
1776259800740000000,75,0,Market Making,long,entry_fill_not_sampled,1.51673087,1.51673087,0.20000000,0.63350213,1.00000000,2.19996201,2.19993041,0.67676085,0.69885467,75.00000000,0.95000000,0.07135561
1776259800750000000,76,0,Market Making,long,entry_fill_not_sampled,1.52264765,1.52264765,0.20000000,0.64516763,1.00000000,2.19996157,2.19993007,0.69337492,0.69987560,76.00000000,0.95000000,0.06823519
1776259800760000000,77,0,Market Making,long,entry_fill_not_sampled,1.52468754,1.52468754,0.20000000,0.64919418,1.00000000,2.19996113,2.19992973,0.69907982,0.70030980,77.00000000,0.95000000,0.06888658
1776259800770000000,78,0,Market Making,long,entry_fill_not_sampled,1.52036832,1.52036832,0.20000000,0.64065958,1.00000000,2.19996069,2.19992940,0.68709557,0.69906488,78.00000000,0.95000000,0.07428013
1776259800780000000,79,0,Market Making,long,entry_fill_not_sampled,1.52220861,1.52220861,0.20000000,0.64429199,1.00000000,2.19996026,2.19992906,0.69223038,0.69949834,79.00000000,0.95000000,0.07074835
1776259800790000000,80,0,Market Making,long,entry_fill_not_sampled,1.52202697,1.52202697,0.20000000,0.64392914,1.00000000,2.19995983,2.19992873,0.69175502,0.69934807,80.00000000,0.95000000,0.07146475
1776259800800000000,81,0,Market Making,long,entry_fill_not_sampled,1.50631077,1.50631077,0.20000000,0.61303904,1.00000000,2.19995940,2.19992507,0.64703679,0.69870226,81.00000000,0.95000000,0.07204514
1776259800810000000,82,0,Market Making,long,entry_fill_not_sampled,1.52732401,1.52732401,0.20000000,0.65433985,1.00000000,2.19995897,2.19992474,0.70683856,0.69953077,82.00000000,0.95000000,0.06883019
1776259800830000000,84,0,Market Making,long,reentry_cooldown,1.52671255,1.52671255,0.20000000,0.65314379,1.00000000,2.19995812,2.19992408,0.70506727,0.69962042,84.00000000,0.95000000,0.00000000
1776259800840000000,85,0,Market Making,long,reentry_cooldown,1.52782887,1.52782887,0.20000000,0.65534653,1.00000000,2.19995770,2.19992375,0.70818666,0.69986799,85.00000000,0.95000000,0.00000000
1776259800850000000,86,0,Market Making,long,reentry_cooldown,1.52581443,1.52581443,0.20000000,0.65137839,1.00000000,2.19995729,2.19992341,0.70251715,0.69956917,86.00000000,0.95000000,0.00000000
1776259800860000000,87,0,Market Making,long,reentry_cooldown,1.52227771,1.52227771,0.20000000,0.64439983,1.00000000,2.19995687,2.19992308,0.69263050,0.69880758,87.00000000,0.95000000,0.00000000
1776259800870000000,88,0,Market Making,long,reentry_cooldown,1.52512488,1.52512488,0.20000000,0.65001979,1.00000000,2.19995646,2.19992274,0.70057952,0.69946002,88.00000000,0.95000000,0.00000000
1776259800880000000,89,0,Market Making,long,reentry_cooldown,1.52557242,1.52557242,0.20000000,0.65090531,1.00000000,2.19995604,2.19992241,0.70181943,0.69959799,89.00000000,0.95000000,0.00000000
1776259800890000000,90,0,Market Making,long,reentry_cooldown,1.52450498,1.52450498,0.20000000,0.64879528,1.00000000,2.19995563,2.19992207,0.69885723,0.69929354,90.00000000,0.95000000,0.00000000
1776259800900000000,91,0,Market Making,long,reentry_cooldown,1.55498945,1.55498945,0.20000000,0.70870228,1.00000000,2.19995522,2.19991833,0.78568512,0.70024289,91.00000000,0.95000000,0.00000000
1776259800910000000,92,0,Market Making,long,reentry_cooldown,1.53294624,1.53294624,0.20000000,0.66539819,1.00000000,2.19995481,2.19991798,0.72283020,0.69980520,92.00000000,0.95000000,0.00000000
1776259800920000000,93,0,Market Making,long,reentry_cooldown,1.52071342,1.52071342,0.20000000,0.64133894,1.00000000,2.19995441,2.19991762,0.68812901,0.69893339,93.00000000,0.95000000,0.00000000
1776259800930000000,94,0,Market Making,long,reentry_cooldown,1.52575018,1.52575018,0.20000000,0.65125114,1.00000000,2.19995400,2.19991727,0.70237999,0.69942487,94.00000000,0.95000000,0.00000000
1776259800940000000,95,0,Market Making,long,reentry_cooldown,1.52558205,1.52558205,0.20000000,0.65092166,1.00000000,2.19995359,2.19991691,0.70189861,0.69943065,95.00000000,0.95000000,0.00000000
1776259800950000000,96,0,Market Making,long,reentry_cooldown,1.52309515,1.52309515,0.20000000,0.64601955,1.00000000,2.19995319,2.19991654,0.69491124,0.69901964,96.00000000,0.95000000,0.00000000
1776259800960000000,97,0,Market Making,long,reentry_cooldown,1.52725120,1.52725120,0.20000000,0.65421742,1.00000000,2.19995278,2.19991618,0.70655824,0.69981779,97.00000000,0.95000000,0.00000000
1776259800970000000,98,0,Market Making,long,reentry_cooldown,1.52845529,1.52845529,0.20000000,0.65659838,1.00000000,2.19995238,2.19991581,0.70990151,0.70015949,98.00000000,0.95000000,0.00000000
1776259800980000000,99,0,Market Making,long,reentry_cooldown,1.52420770,1.52420770,0.20000000,0.64821579,1.00000000,2.19995198,2.19991543,0.69804599,0.69918012,99.00000000,0.95000000,0.00000000
1776259800990000000,100,0,Market Making,long,reentry_cooldown,1.52547562,1.52547562,0.20000000,0.65072040,1.00000000,2.19995157,2.19991506,0.70157178,0.69952136,100.00000000,0.95000000,0.00000000
1776259801000000000,101,0,Market Making,long,reentry_cooldown,1.52054349,1.52054349,0.20000000,0.64104442,1.00000000,2.19994636,2.19991087,0.68747215,0.69957742,91.00000000,0.95000000,0.00000000
1776259801010000000,102,0,Market Making,long,reentry_cooldown,1.51340920,1.51340920,0.20000000,0.62700931,1.00000000,2.19994597,2.19991047,0.66725226,0.69900628,92.00000000,0.95000000,0.00000000
1776259801020000000,103,0,Market Making,long,reentry_cooldown,1.52507636,1.52507636,0.20000000,0.64995288,1.00000000,2.19994557,2.19991006,0.70037985,0.69973347,93.00000000,0.95000000,0.00000000
1776259801030000000,104,0,Market Making,long,reentry_cooldown,1.52706484,1.52706484,0.20000000,0.65386941,1.00000000,2.19994518,2.19990965,0.70599165,0.69997915,94.00000000,0.95000000,0.00000000
1776259801040000000,105,0,Market Making,long,reentry_cooldown,1.52549098,1.52549098,0.20000000,0.65077106,1.00000000,2.19994478,2.19990923,0.70154433,0.69980837,95.00000000,0.95000000,0.00000000
1776259801050000000,106,0,Market Making,long,reentry_cooldown,1.52662751,1.52662751,0.20000000,0.65301224,1.00000000,2.19994438,2.19990881,0.70473013,0.70002556,96.00000000,0.95000000,0.00000000
1776259801060000000,107,0,Market Making,long,reentry_cooldown,1.52507236,1.52507236,0.20000000,0.64994740,1.00000000,2.19994399,2.19990839,0.70036364,0.69975895,97.00000000,0.95000000,0.00000000
1776259801070000000,108,0,Market Making,long,reentry_cooldown,1.52207056,1.52207056,0.20000000,0.64402298,1.00000000,2.19994359,2.19990796,0.69198143,0.69908086,98.00000000,0.95000000,0.00000000
1776259801080000000,109,0,Market Making,long,reentry_cooldown,1.52462610,1.52462610,0.20000000,0.64906698,1.00000000,2.19994319,2.19990753,0.69911872,0.69965800,99.00000000,0.95000000,0.00000000
1776259801090000000,110,0,Market Making,long,reentry_cooldown,1.52507947,1.52507947,0.20000000,0.64996318,1.00000000,2.19994279,2.19990709,0.70038018,0.69977875,100.00000000,0.95000000,0.00000000
1776259801100000000,111,0,Market Making,long,reentry_cooldown,1.51514479,1.51514479,0.20000000,0.63042989,1.00000000,2.19993771,2.19990224,0.67219235,0.69911725,91.00000000,0.95000000,0.00000000
1776259801110000000,112,0,Market Making,long,reentry_cooldown,1.53509883,1.53509883,0.20000000,0.66965761,1.00000000,2.19993731,2.19990177,0.72893569,0.70005814,92.00000000,0.95000000,0.00000000
1776259801120000000,113,0,Market Making,long,reentry_cooldown,1.52700952,1.52700952,0.20000000,0.65375491,1.00000000,2.19993691,2.19990130,0.70594716,0.69962708,93.00000000,0.95000000,0.00000000
1776259801130000000,114,0,Market Making,long,reentry_cooldown,1.51929100,1.51929100,0.20000000,0.63856082,1.00000000,2.19993652,2.19990082,0.68414080,0.69876639,94.00000000,0.95000000,0.00000000
1776259801140000000,115,0,Market Making,long,reentry_cooldown,1.52360861,1.52360861,0.20000000,0.64706071,1.00000000,2.19993611,2.19990035,0.69633802,0.69925439,95.00000000,0.95000000,0.00000000
1776259801150000000,116,0,Market Making,long,reentry_cooldown,1.52382084,1.52382084,0.20000000,0.64747825,1.00000000,2.19993571,2.19989986,0.69694291,0.69926182,96.00000000,0.95000000,0.00000000
1776259801160000000,117,0,Market Making,long,reentry_cooldown,1.52193141,1.52193141,0.20000000,0.64374968,1.00000000,2.19993531,2.19989938,0.69166091,0.69885674,97.00000000,0.95000000,0.00000000
1776259801170000000,118,0,Market Making,long,reentry_cooldown,1.52571916,1.52571916,0.20000000,0.65122409,1.00000000,2.19993490,2.19989889,0.70225751,0.69964834,98.00000000,0.95000000,0.00000000
1776259801180000000,119,0,Market Making,long,reentry_cooldown,1.52696006,1.52696006,0.20000000,0.65367728,1.00000000,2.19993449,2.19989839,0.70570647,0.69998824,99.00000000,0.95000000,0.00000000
1776259801190000000,120,0,Market Making,long,reentry_cooldown,1.52327520,1.52327520,0.20000000,0.64640023,1.00000000,2.19993408,2.19989789,0.69545548,0.69902032,100.00000000,0.95000000,0.00000000
1776259801200000000,121,0,Market Making,long,reentry_cooldown,1.53663574,1.53663574,0.20000000,0.67269458,1.00000000,2.19992922,2.19989238,0.73329746,0.70020559,91.00000000,0.95000000,0.00000000
1776259801210000000,122,0,Market Making,long,reentry_cooldown,1.52860117,1.52860117,0.20000000,0.65691141,1.00000000,2.19992880,2.19989186,0.71038175,0.70006712,92.00000000,0.95000000,0.00000000
1776259801220000000,123,0,Market Making,long,reentry_cooldown,1.52115247,1.52115247,0.20000000,0.64225888,1.00000000,2.19992839,2.19989133,0.68926335,0.69949679,93.00000000,0.95000000,0.00000000
1776259801230000000,124,0,Market Making,long,entry_fill_not_sampled,1.52799307,1.52799307,0.20000000,0.65572413,1.00000000,2.19992797,2.19989081,0.70860453,0.70021095,94.00000000,0.95000000,0.06882938
1776259801240000000,125,0,Market Making,long,entry_fill_not_sampled,1.52901175,1.52901175,0.20000000,0.65773598,1.00000000,2.19992755,2.19989028,0.71144770,0.70044895,95.00000000,0.95000000,0.06949690
1776259801250000000,126,0,Market Making,long,entry_fill_not_sampled,1.52737834,1.52737834,0.20000000,0.65452058,1.00000000,2.19992713,2.19988974,0.70683120,0.70027499,96.00000000,0.95000000,0.07004644
1776259801260000000,127,0,Market Making,long,entry_fill_not_sampled,1.52809017,1.52809017,0.20000000,0.65592757,1.00000000,2.19992671,2.19988921,0.70880564,0.70048506,97.00000000,0.95000000,0.07143781
1776259801270000000,128,0,Market Making,long,entry_fill_not_sampled,1.52654725,1.52654725,0.20000000,0.65288668,1.00000000,2.19992628,2.19988867,0.70447472,0.70021642,98.00000000,0.95000000,0.07217030
1776259801280000000,129,0,Market Making,long,entry_fill_not_sampled,1.52371151,1.52371151,0.20000000,0.64728847,1.00000000,2.19992585,2.19988814,0.69656641,0.69954050,99.00000000,0.95000000,0.07276004
1776259801290000000,130,0,Market Making,long,entry_fill_not_sampled,1.52585546,1.52585546,0.20000000,0.65152386,1.00000000,2.19992542,2.19988760,0.70253074,0.70010719,100.00000000,0.95000000,0.06944532
1776259801310000000,132,0,Market Making,long,reentry_cooldown,1.52207777,1.52207777,0.20000000,0.64407910,1.00000000,2.19992034,2.19988110,0.69195607,0.69936955,92.00000000,0.95000000,0.00000000
1776259801320000000,133,0,Market Making,long,reentry_cooldown,1.53310376,1.53310376,0.20000000,0.66577438,1.00000000,2.19991990,2.19988055,0.72319446,0.70029753,93.00000000,0.95000000,0.00000000
1776259801330000000,134,0,Market Making,long,reentry_cooldown,1.52752790,1.52752790,0.20000000,0.65480743,1.00000000,2.19991946,2.19988000,0.70738672,0.69986844,94.00000000,0.95000000,0.00000000
1776259801340000000,135,0,Market Making,long,reentry_cooldown,1.52123524,1.52123524,0.20000000,0.64241357,1.00000000,2.19991902,2.19987945,0.68965247,0.69901420,95.00000000,0.95000000,0.00000000
1776259801350000000,136,0,Market Making,long,reentry_cooldown,1.52451859,1.52451859,0.20000000,0.64888225,1.00000000,2.19991857,2.19987890,0.69889695,0.69949446,96.00000000,0.95000000,0.00000000
1776259801360000000,137,0,Market Making,long,reentry_cooldown,1.52457199,1.52457199,0.20000000,0.64898783,1.00000000,2.19991812,2.19987835,0.69904885,0.69949927,97.00000000,0.95000000,0.00000000
1776259801370000000,138,0,Market Making,long,reentry_cooldown,1.52282136,1.52282136,0.20000000,0.64553194,1.00000000,2.19991767,2.19987780,0.69416302,0.69909583,98.00000000,0.95000000,0.00000000
1776259801380000000,139,0,Market Making,long,reentry_cooldown,1.52609832,1.52609832,0.20000000,0.65200294,1.00000000,2.19991722,2.19987725,0.70330332,0.69987694,99.00000000,0.95000000,0.00000000
1776259801390000000,140,0,Market Making,long,reentry_cooldown,1.52718104,1.52718104,0.20000000,0.65414531,1.00000000,2.19991676,2.19987671,0.70630204,0.70021107,100.00000000,0.95000000,0.00000000
1776259801400000000,141,0,Market Making,long,reentry_cooldown,1.49096248,1.49096248,0.20000000,0.58297333,1.00000000,2.19991228,2.19987070,0.60319035,0.69894109,91.00000000,0.95000000,0.00000000
1776259801410000000,142,0,Market Making,long,reentry_cooldown,1.51376698,1.51376698,0.20000000,0.62777131,1.00000000,2.19991181,2.19987016,0.66824011,0.69931444,92.00000000,0.95000000,0.00000000
1776259801420000000,143,0,Market Making,long,reentry_cooldown,1.51599617,1.51599617,0.20000000,0.63214376,1.00000000,2.19991135,2.19986962,0.67464638,0.69918697,93.00000000,0.95000000,0.00000000
1776259801430000000,144,0,Market Making,long,reentry_cooldown,1.51352310,1.51352310,0.20000000,0.62726262,1.00000000,2.19991088,2.19986908,0.66773975,0.69863200,94.00000000,0.95000000,0.00000000
1776259801440000000,145,0,Market Making,long,reentry_cooldown,1.52051603,1.52051603,0.20000000,0.64102724,1.00000000,2.19991041,2.19986855,0.68751582,0.69934766,95.00000000,0.95000000,0.00000000
1776259801450000000,146,0,Market Making,long,reentry_cooldown,1.52259921,1.52259921,0.20000000,0.64512985,1.00000000,2.19990994,2.19986802,0.69339867,0.69959209,96.00000000,0.95000000,0.00000000
1776259801460000000,147,0,Market Making,long,reentry_cooldown,1.52209976,1.52209976,0.20000000,0.64414175,1.00000000,2.19990947,2.19986749,0.69201909,0.69942868,97.00000000,0.95000000,0.00000000
1776259801470000000,148,0,Market Making,long,reentry_cooldown,1.52337353,1.52337353,0.20000000,0.64665255,1.00000000,2.19990900,2.19986697,0.69559731,0.69964517,98.00000000,0.95000000,0.00000000
1776259801480000000,149,0,Market Making,long,reentry_cooldown,1.52251351,1.52251351,0.20000000,0.64495319,1.00000000,2.19990853,2.19986644,0.69321443,0.69938766,99.00000000,0.95000000,0.00000000
1776259801490000000,150,0,Market Making,long,reentry_cooldown,1.52034992,1.52034992,0.20000000,0.64067556,1.00000000,2.19990806,2.19986592,0.68722232,0.69872672,100.00000000,0.95000000,0.00000000
1776259801500000000,151,0,Market Making,long,reentry_cooldown,1.54464428,1.54464428,0.20000000,0.68845690,1.00000000,2.19990361,2.19986024,0.75620196,0.70026612,91.00000000,0.95000000,0.00000000
1776259801510000000,152,0,Market Making,long,reentry_cooldown,1.53687198,1.53687198,0.20000000,0.67320037,1.00000000,2.19990313,2.19985975,0.73396056,0.70039061,92.00000000,0.95000000,0.00000000
1776259801520000000,153,0,Market Making,long,reentry_cooldown,1.52963352,1.52963352,0.20000000,0.65897225,1.00000000,2.19990265,2.19985925,0.71336668,0.70008726,93.00000000,0.95000000,0.00000000
1776259801530000000,154,0,Market Making,long,reentry_cooldown,1.53605025,1.53605025,0.20000000,0.67161557,1.00000000,2.19990216,2.19985877,0.73144084,0.70099764,94.00000000,0.95000000,0.00000000
1776259801540000000,155,0,Market Making,long,reentry_cooldown,1.53100291,1.53100291,0.20000000,0.66168631,1.00000000,2.19990168,2.19985828,0.71714405,0.70056564,95.00000000,0.95000000,0.00000000
1776259801550000000,156,0,Market Making,long,reentry_cooldown,1.52517535,1.52517535,0.20000000,0.65020579,1.00000000,2.19990120,2.19985780,0.70073827,0.69971297,96.00000000,0.95000000,0.00000000
1776259801560000000,157,0,Market Making,long,reentry_cooldown,1.52744057,1.52744057,0.20000000,0.65467471,1.00000000,2.19990072,2.19985732,0.70707737,0.70018100,97.00000000,0.95000000,0.00000000
1776259801570000000,158,0,Market Making,long,reentry_cooldown,1.52712840,1.52712840,0.20000000,0.65406211,1.00000000,2.19990024,2.19985685,0.70618687,0.70017868,98.00000000,0.95000000,0.00000000
1776259801580000000,159,0,Market Making,long,reentry_cooldown,1.52528963,1.52528963,0.20000000,0.65043302,1.00000000,2.19989975,2.19985638,0.70105009,0.69977238,99.00000000,0.95000000,0.00000000
1776259801590000000,160,0,Market Making,long,reentry_cooldown,1.52800390,1.52800390,0.20000000,0.65579843,1.00000000,2.19989927,2.19985592,0.70858690,0.70053884,100.00000000,0.95000000,0.00000000
1776259801600000000,161,0,Market Making,long,reentry_cooldown,1.53654730,1.53654730,0.20000000,0.67253975,1.00000000,2.19989473,2.19985085,0.73328362,0.69955935,91.00000000,0.95000000,0.00000000
1776259801610000000,162,0,Market Making,long,reentry_cooldown,1.51367497,1.51367497,0.20000000,0.62758001,1.00000000,2.19989425,2.19985042,0.66823414,0.69851180,92.00000000,0.95000000,0.00000000
