source_dataset,date,ticker,weight,final_signal,volatility,inverse_vol_score,selected_flag
medium_term_alpha\Results\sample_prices.csv,2024-03-28,NVDA,0.06,2.1756172584026747,0.5026239934995012,1.989558821172735,True
medium_term_alpha\Results\sample_prices.csv,2024-03-28,JPM,0.0,0.5651776130948071,0.1332216025093808,7.506290129857768,False
medium_term_alpha\Results\sample_prices.csv,2024-03-28,XOM,0.0,-0.12470015382926235,0.18063014611463526,5.536174450998668,False
medium_term_alpha\Results\sample_prices.csv,2024-03-28,UNH,0.0,-0.8416871735523133,0.20328460227096373,4.919211729903045,False
medium_term_alpha\Results\sample_prices.csv,2024-04-30,AAPL,0.0,-1.4550400268552839,0.21088177332836583,4.741993507627098,False
medium_term_alpha\Results\sample_prices.csv,2024-04-30,MSFT,0.0,-0.04166229461326232,0.21606920066915888,4.628146894157216,False
medium_term_alpha\Results\sample_prices.csv,2024-04-30,AMZN,0.0,0.3775178204517561,0.28455972876788393,3.5142007069303274,False
medium_term_alpha\Results\sample_prices.csv,2024-04-30,GOOGL,0.0,0.0241836771713384,0.3603907036953573,2.774766357029321,False
medium_term_alpha\Results\sample_prices.csv,2024-04-30,NVDA,0.06,1.3977947815407734,0.5809433358163206,1.7213382757800915,True
medium_term_alpha\Results\sample_prices.csv,2024-04-30,JPM,0.0,0.23559650167801088,0.1933978849049233,5.170687365539762,False
medium_term_alpha\Results\sample_prices.csv,2024-04-30,XOM,0.0,0.867411587154301,0.1659457620866045,6.0260653084838385,False
medium_term_alpha\Results\sample_prices.csv,2024-04-30,UNH,0.0,-1.4058020465276333,0.2514625042980167,3.976736025880289,False
medium_term_alpha\Results\sample_prices.csv,2024-05-31,AAPL,0.0,-0.46599512101660584,0.24823699937696436,4.0284083456931965,False
medium_term_alpha\Results\sample_prices.csv,2024-05-31,MSFT,0.0,0.03066818117996322,0.20924626180390357,4.779057897517692,False
medium_term_alpha\Results\sample_prices.csv,2024-05-31,AMZN,0.0,-0.15665032680450544,0.21808561160060969,4.585355231189421,False
medium_term_alpha\Results\sample_prices.csv,2024-05-31,GOOGL,0.0,0.05102872280377507,0.3059082915946401,3.268953563786047,False
medium_term_alpha\Results\sample_prices.csv,2024-05-31,NVDA,0.06,2.3407147532877985,0.5219799744229942,1.9157823077512075,True
medium_term_alpha\Results\sample_prices.csv,2024-05-31,JPM,0.0,-0.3136777300346826,0.22259199767555563,4.49252448624669,False
medium_term_alpha\Results\sample_prices.csv,2024-05-31,XOM,0.0,-0.5517382080362053,0.16701014132448347,5.987660342476468,False
medium_term_alpha\Results\sample_prices.csv,2024-05-31,UNH,0.0,-0.9343502713795379,0.2606340288045136,3.836797537861189,False
medium_term_alpha\Results\sample_prices.csv,2024-06-28,AAPL,0.0,0.0401022462184448,0.27337261616433517,3.6580108645514815,False
medium_term_alpha\Results\sample_prices.csv,2024-06-28,MSFT,0.0,0.235846011566147,0.1890208207246199,5.290422484499087,False
medium_term_alpha\Results\sample_prices.csv,2024-06-28,AMZN,0.0,-0.2682184302409955,0.23455651743393024,4.263364799836268,False
medium_term_alpha\Results\sample_prices.csv,2024-06-28,GOOGL,0.0,-0.28225151734600074,0.2874988689527524,3.4782745533664694,False
medium_term_alpha\Results\sample_prices.csv,2024-06-28,NVDA,0.06,2.2600625835916106,0.5375379094654736,1.8603339083459203,True
medium_term_alpha\Results\sample_prices.csv,2024-06-28,JPM,0.0,-0.3538687721490433,0.22727952915063324,4.399868319584707,False
medium_term_alpha\Results\sample_prices.csv,2024-06-28,XOM,0.0,-0.4790286400366316,0.1842234698933316,5.428190016065902,False
medium_term_alpha\Results\sample_prices.csv,2024-06-28,UNH,0.0,-1.1526434816035314,0.2762362614371456,3.620089537837662,False
medium_term_alpha\Results\sample_prices.csv,2024-07-31,AAPL,0.0,0.627558597163535,0.27378485920219914,3.65250292844524,False
medium_term_alpha\Results\sample_prices.csv,2024-07-31,MSFT,0.0,-0.6583358354342692,0.19419466618150613,5.1494720203352,False
medium_term_alpha\Results\sample_prices.csv,2024-07-31,AMZN,0.0,-1.0102614330755713,0.22910090326296012,4.364888945253124,False
medium_term_alpha\Results\sample_prices.csv,2024-07-31,GOOGL,0.0,-0.9440688029548108,0.2190092969926736,4.566016209044553,False
medium_term_alpha\Results\sample_prices.csv,2024-07-31,NVDA,0.06,1.9912037171592392,0.5920618676906437,1.6890126768348248,True
medium_term_alpha\Results\sample_prices.csv,2024-07-31,JPM,0.0,0.2662234090388024,0.20744554413678612,4.820542201381857,False
medium_term_alpha\Results\sample_prices.csv,2024-07-31,XOM,0.0,-0.4427735274387237,0.19399730324988917,5.154710829726811,False
medium_term_alpha\Results\sample_prices.csv,2024-07-31,UNH,0.0,0.17045387554179867,0.26040591302429134,3.8401585754572225,False
medium_term_alpha\Results\sample_prices.csv,2024-08-30,AAPL,0.0,0.6821243987640825,0.2685805058980553,3.723278413882981,False
medium_term_alpha\Results\sample_prices.csv,2024-08-30,MSFT,0.0,-0.6161095229594786,0.1957671438773499,5.1081094620582,False
medium_term_alpha\Results\sample_prices.csv,2024-08-30,AMZN,0.0,-1.2848831273857846,0.31869439550681694,3.1378022773500884,False
medium_term_alpha\Results\sample_prices.csv,2024-08-30,GOOGL,0.0,-0.8641351362614818,0.24443863820861886,4.091006263692808,False
medium_term_alpha\Results\sample_prices.csv,2024-08-30,NVDA,0.06,1.9097659562137028,0.6360485761583191,1.5722069626189834,True
medium_term_alpha\Results\sample_prices.csv,2024-08-30,JPM,0.0,0.3051865599082563,0.2121828682242775,4.712915837026951,False
medium_term_alpha\Results\sample_prices.csv,2024-08-30,XOM,0.0,-0.13082456598526185,0.1994627776519315,5.013466731848235,False
medium_term_alpha\Results\sample_prices.csv,2024-08-30,UNH,0.0,-0.0011245622940346542,0.2521947422755177,3.9651897219471772,False
medium_term_alpha\Results\sample_prices.csv,2024-09-30,AAPL,0.06,1.2882079092573673,0.22834440106062295,4.379349768836727,True
medium_term_alpha\Results\sample_prices.csv,2024-09-30,MSFT,0.0,-0.3365283807074168,0.201087780821419,4.972952587746119,False
medium_term_alpha\Results\sample_prices.csv,2024-09-30,AMZN,0.06,0.9328129338905383,0.32231556406887907,3.1025495243732606,True
medium_term_alpha\Results\sample_prices.csv,2024-09-30,GOOGL,0.0,-1.4188739224469396,0.26494622839128573,3.774350765707638,False
medium_term_alpha\Results\sample_prices.csv,2024-09-30,NVDA,0.0,-1.213274139919989,0.6480650856408303,1.54305489086974,False
medium_term_alpha\Results\sample_prices.csv,2024-09-30,JPM,0.0,-0.29892713804629995,0.2353301759039051,4.249348797530924,False
medium_term_alpha\Results\sample_prices.csv,2024-09-30,XOM,0.0,0.1806059681437234,0.2210631130332766,4.5235950325619,False
medium_term_alpha\Results\sample_prices.csv,2024-09-30,UNH,0.0,0.8659767698290162,0.22459052459983417,4.452547594257404,False
medium_term_alpha\Results\sample_prices.csv,2024-10-31,AAPL,0.0,0.5371523245188462,0.22186589918855512,4.507227129799426,False
medium_term_alpha\Results\sample_prices.csv,2024-10-31,MSFT,0.0,-0.3528817285620524,0.20985210833170162,4.7652606778644095,False
medium_term_alpha\Results\sample_prices.csv,2024-10-31,AMZN,0.0,-0.8728177733156215,0.26440880359260616,3.7820223321337387,False
medium_term_alpha\Results\sample_prices.csv,2024-10-31,GOOGL,0.0,-0.7934952115473184,0.2316670122456941,4.316540323572056,False
medium_term_alpha\Results\sample_prices.csv,2024-10-31,NVDA,0.06,2.0525822635391773,0.5313993066600444,1.881824058607093,True
medium_term_alpha\Results\sample_prices.csv,2024-10-31,JPM,0.0,0.34934268108921784,0.2209848974580964,4.525196117484101,False
medium_term_alpha\Results\sample_prices.csv,2024-10-31,XOM,0.0,0.007643010882428855,0.21908388376594864,4.564461715807076,False
medium_term_alpha\Results\sample_prices.csv,2024-10-31,UNH,0.0,-0.9275255666046779,0.22308651220577397,4.482565934230952,False
medium_term_alpha\Results\sample_prices.csv,2024-11-29,AAPL,0.0,-0.21264570141137165,0.20034347059183127,4.991427956428612,False
medium_term_alpha\Results\sample_prices.csv,2024-11-29,MSFT,0.0,-1.6317037825987402,0.20975703185657452,4.767420625420413,False
medium_term_alpha\Results\sample_prices.csv,2024-11-29,AMZN,0.0,0.3952678691566757,0.2937524283652643,3.4042271771675616,False
medium_term_alpha\Results\sample_prices.csv,2024-11-29,GOOGL,0.0,-1.0025225267828806,0.25290517691956016,3.9540511277001786,False
medium_term_alpha\Results\sample_prices.csv,2024-11-29,NVDA,0.06,1.3236640242666902,0.45181611120366644,2.2132898212415166,True
medium_term_alpha\Results\sample_prices.csv,2024-11-29,JPM,0.06,1.1647552697941368,0.3258247707039415,3.069134362742001,True
medium_term_alpha\Results\sample_prices.csv,2024-11-29,XOM,0.0,0.08555756471084391,0.21436080744965227,4.6650318773168165,False
medium_term_alpha\Results\sample_prices.csv,2024-11-29,UNH,0.0,-0.1223727171353541,0.27181943442169826,3.6789128125717783,False
medium_term_alpha\Results\sample_prices.csv,2024-12-30,AAPL,0.06,1.146251250087595,0.1780143211395879,5.617525565349663,True
medium_term_alpha\Results\sample_prices.csv,2024-12-30,MSFT,0.0,-0.034701317697770254,0.2142441730370558,4.667571518162314,False
medium_term_alpha\Results\sample_prices.csv,2024-12-30,AMZN,0.06,1.0235730463253578,0.29588557104245305,3.379684911558334,True
medium_term_alpha\Results\sample_prices.csv,2024-12-30,GOOGL,0.0,0.5619287344259567,0.2932381429492142,3.410197561417478,False
medium_term_alpha\Results\sample_prices.csv,2024-12-30,NVDA,0.0,0.16577664907659156,0.3708917578566851,2.6962044284262747,False
medium_term_alpha\Results\sample_prices.csv,2024-12-30,JPM,0.0,-0.04982578869466725,0.3111227167897465,3.214165813150152,False
medium_term_alpha\Results\sample_prices.csv,2024-12-30,XOM,0.0,-0.9972446676559047,0.17996875792145356,5.556519984632248,False
medium_term_alpha\Results\sample_prices.csv,2024-12-30,UNH,0.0,-1.8157579058671587,0.3565722665984882,2.804480588295534,False
